trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
824,False,"{'a': 0.1, 'e': 0.01607750060057119}",25,7,26.49564199545262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.1, 'e': 0.015997113097568336}",20,6,4.296162241128675,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.1, 'e': 0.015917127532080494}",25,11,27.431163105717992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.1, 'e': 0.01583754189442009}",20,9,18.938767157271414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.1, 'e': 0.01575835418494799}",20,3,17.14352768450834,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.1, 'e': 0.01567956241402325}",30,17,27.53545958776448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.1, 'e': 0.015601164601953134}",20,3,27.759568883193193,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.1, 'e': 0.015523158778943369}",30,12,29.520520483253375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.1, 'e': 0.015445542985048652}",25,19,10.988039891962465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.1, 'e': 0.015368315270123408}",30,17,19.97412370522978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.1, 'e': 0.01529147369377279}",30,17,22.001161586742086,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.1, 'e': 0.015215016325303928}",30,16,23.93249232993695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.1, 'e': 0.015138941243677408}",25,17,11.490289423161549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.1, 'e': 0.01506324653745902}",25,12,26.26740627773613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.1, 'e': 0.014987930304771725}",30,16,24.48559693839611,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,11.804973394194459,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,24.88810730050727,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,23.59122271513936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,14.358298747785259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,16.498668741698022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,15,19.269105154211317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,4,36.932454922666324,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,9,17.104447028081186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,3,41.59469268118932,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,19.83258968969507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,13,17.72523103915635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,13,19.669011407908673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,12,28.707593759997664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,13,17.71742654447443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,12,12.504499633026645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,12,13.008166154164064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,17,21.25902399106158,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,7,21.21767957383367,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,14,30.810970920595686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,16,30.149336589620336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
