trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
638,False,"{'a': 0.1, 'e': 0.04084374120782771}",25,14,19.17937971278099,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.1, 'e': 0.04063952250178857}",25,20,11.270172553786985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.1, 'e': 0.04043632488927963}",20,6,20.01997088798664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.1, 'e': 0.04023414326483323}",25,13,19.793619829284307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.1, 'e': 0.040032972548509065}",30,16,16.729144042321124,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.1, 'e': 0.03983280768576652}",35,20,26.930093869044708,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.1, 'e': 0.03963364364733769}",25,14,10.006419778343204,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.1, 'e': 0.039435475429100995}",25,15,19.40213772886843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.1, 'e': 0.03923829805195549}",20,3,29.83105144476593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.1, 'e': 0.03904210656169572}",25,13,5.042821068158368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.1, 'e': 0.03884689602888724}",30,19,22.256332697343613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.1, 'e': 0.0386526615487428}",30,12,34.10518304755465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.1, 'e': 0.03845939824099909}",20,0,32.20534918129629,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.1, 'e': 0.03826710124979409}",25,11,31.374583215866057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.1, 'e': 0.038075765743545126}",30,15,17.890630403531667,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.1, 'e': 0.0378853869148274}",25,0,37.74176464909327,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.1, 'e': 0.03769595998025326}",25,10,25.17904554689825,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.1, 'e': 0.03750748018035199}",20,14,10.729152161702157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.1, 'e': 0.037319942779450235}",20,6,12.866649673370508,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.1, 'e': 0.037133343065552986}",20,7,23.660127521501995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.1, 'e': 0.03694767635022522}",20,6,18.198328919201877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.1, 'e': 0.036762937968474095}",20,8,-23.691839599099655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
660,False,"{'a': 0.1, 'e': 0.03657912327863173}",30,18,21.929560438114716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.1, 'e': 0.036396227662238566}",25,12,19.306543957273597,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.1, 'e': 0.03621424652392737}",25,17,16.872023322449166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.1, 'e': 0.036033175291307735}",25,13,-17.959172232014758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.1, 'e': 0.03585300941485119}",20,8,20.85423009780865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.1, 'e': 0.035673744367776934}",25,18,13.867663321228392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.1, 'e': 0.03549537564593805}",20,3,11.935984689116037,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.1, 'e': 0.035317898767708356}",20,6,8.733945177125793,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.1, 'e': 0.03514130927386981}",20,0,32.39216556062856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
669,False,"{'a': 0.1, 'e': 0.03496560272750046}",25,0,36.820014563254674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.1, 'e': 0.03479077471386296}",20,5,24.951753999770215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.1, 'e': 0.03461682084029365}",25,11,19.571535212186994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.1, 'e': 0.034443736736092176}",20,7,23.954412666078927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.1, 'e': 0.034271518052411715}",20,10,17.401385912605022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.1, 'e': 0.034100160462149656}",20,10,15.65137453921191,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.1, 'e': 0.03392965965983891}",20,2,36.11138247400567,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.1, 'e': 0.033760011361539714}",25,7,30.67302282017733,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.1, 'e': 0.03359121130473201}",30,9,33.669721283243874,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.1, 'e': 0.033423255248208356}",30,15,2.072360378197615,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
679,False,"{'a': 0.1, 'e': 0.03325613897196732}",20,9,21.36964538069443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.1, 'e': 0.03308985827710748}",35,15,34.016348492170565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.1, 'e': 0.032924408985721944}",20,10,9.043709725175447,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.1, 'e': 0.03275978694079333}",25,16,13.47834074637101,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.1, 'e': 0.032595988006089364}",25,17,19.14707922872124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.1, 'e': 0.032433008066058915}",25,17,13.022736427378504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.1, 'e': 0.03227084302572862}",30,8,40.037294310049454,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.1, 'e': 0.032109488810599975}",20,11,20.766575470931457,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.1, 'e': 0.031948941366546975}",30,13,28.705713830445944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.1, 'e': 0.03178919665971424}",20,9,21.43981437321939,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.1, 'e': 0.03163025067641567}",30,20,6.924894476170641,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.1, 'e': 0.03147209942303359}",25,16,5.469066403400866,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.1, 'e': 0.03131473892591842}",20,11,18.864448122721672,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.1, 'e': 0.031158165231288826}",25,8,29.278960522711312,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.1, 'e': 0.03100237440513238}",25,11,25.39792460949173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.1, 'e': 0.030847362533106718}",30,8,44.824641998299306,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.1, 'e': 0.030693125720441184}",20,14,14.186805100036484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.1, 'e': 0.030539660091838977}",25,11,2.0610981761443186,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
697,False,"{'a': 0.1, 'e': 0.03038696179137978}",25,17,13.702656479263988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.1, 'e': 0.030235026982422884}",20,10,14.6780140790429,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.1, 'e': 0.030083851847510768}",25,15,15.732456977462167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.1, 'e': 0.029933432588273214}",20,3,22.623457229774555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.1, 'e': 0.029783765425331846}",20,6,25.214054922332345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.1, 'e': 0.029634846598205186}",30,13,6.263356131332342,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
703,False,"{'a': 0.1, 'e': 0.02948667236521416}",25,18,9.25141458715085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.1, 'e': 0.029339239003388088}",30,12,29.321548857614868,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.1, 'e': 0.029192542808371146}",30,8,36.46290804012011,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.1, 'e': 0.02904658009432929}",20,13,14.461011345308806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.1, 'e': 0.028901347193857643}",20,16,5.8195388681921205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.1, 'e': 0.028756840457888354}",20,12,16.405605950828324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.1, 'e': 0.02861305625559891}",20,3,29.067540045928695,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.1, 'e': 0.028469990974320916}",25,0,41.60465692105291,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.1, 'e': 0.02832764101944931}",30,16,20.87586521131763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.028186002814352063}",30,18,21.89502656317378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.1, 'e': 0.0280450728002803}",30,13,27.363408211263653,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.1, 'e': 0.0279048474362789}",20,6,22.922530046105557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.1, 'e': 0.027765323199097504}",20,2,25.156250789534933,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.1, 'e': 0.027626496583102015}",20,0,20.307077386101785,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.1, 'e': 0.027488364100186506}",25,20,9.382880743975623,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.1, 'e': 0.027350922279685573}",30,14,25.64751837142457,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.1, 'e': 0.027214167668287145}",20,2,28.19192488830594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.1, 'e': 0.02707809682994571}",20,16,8.057857996580337,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.1, 'e': 0.02694270634579598}",20,15,8.83442222370619,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.1, 'e': 0.026807992814067}",20,8,23.09881732402989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.1, 'e': 0.026673952849996664}",20,3,17.286282337699145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.1, 'e': 0.02654058308574668}",25,18,10.577390378209754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.1, 'e': 0.026407880170317945}",25,10,33.61592408191607,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.1, 'e': 0.026275840769466357}",20,8,17.611581374606843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.1, 'e': 0.026144461565619025}",20,14,12.762282410481275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.1, 'e': 0.02601373925779093}",25,11,17.27599707236333,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.1, 'e': 0.025883670561501974}",20,10,21.71571167097972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.1, 'e': 0.025754252208694463}",20,5,23.83298296792898,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.1, 'e': 0.02562548094765099}",20,3,27.929725899262746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.1, 'e': 0.025497353542912736}",30,15,23.744997968284363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.1, 'e': 0.02536986677519817}",20,9,14.709522873567922,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.1, 'e': 0.02524301744132218}",20,8,15.00620762895165,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.1, 'e': 0.025116802354115567}",20,5,29.46926896338788,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.1, 'e': 0.024991218342344988}",25,6,33.133151878707594,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.1, 'e': 0.024866262250633264}",30,12,30.585966768326983,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.1, 'e': 0.024741930939380097}",20,6,22.425906407779923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.1, 'e': 0.024618221284683196}",25,10,23.460897735131358,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.1, 'e': 0.02449513017825978}",20,8,22.082185488711563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.1, 'e': 0.02437265452736848}",20,11,18.159242268324032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.1, 'e': 0.024250791254731636}",30,17,22.103921806898146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.1, 'e': 0.024129537298457977}",30,13,35.46776701807226,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.1, 'e': 0.024008889611965685}",30,12,31.610099949875455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.023888845163905856}",30,10,31.172675799777004,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.1, 'e': 0.023769400938086327}",20,15,7.95674723807047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.1, 'e': 0.023650553933395897}",30,20,19.140869884617256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.1, 'e': 0.023532301163728918}",20,8,19.46363900897261,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.1, 'e': 0.023414639657910272}",20,6,24.11105110601924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.1, 'e': 0.023297566459620722}",25,14,22.189401646385406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.1, 'e': 0.023181078627322618}",30,12,35.61051871094069,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.1, 'e': 0.023065173234186005}",20,9,16.058221027614806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.1, 'e': 0.022949847368015076}",25,18,15.08724447140835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.1, 'e': 0.022835098131175}",25,15,20.0083030662843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.1, 'e': 0.022720922640519125}",20,10,-26.5074446533362,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
756,False,"{'a': 0.1, 'e': 0.02260731802731653}",35,26,17.053763769101124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.1, 'e': 0.022494281437179946}",25,15,19.49847867246993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.1, 'e': 0.022381810029994047}",30,9,0.3565278654078927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.1, 'e': 0.022269900979844076}",30,15,31.224636455955284,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.1, 'e': 0.022158551474944856}",20,6,19.021037633857535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.1, 'e': 0.022047758717570132}",20,13,8.021425893735643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.1, 'e': 0.021937519923982282}",30,20,20.015507829423324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.1, 'e': 0.021827832324362372}",20,8,21.44739579249031,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.1, 'e': 0.02171869316274056}",20,9,17.450632384032588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.1, 'e': 0.021610099696926857}",35,25,18.62565512692809,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.1, 'e': 0.021502049198442223}",25,18,15.178790608877284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.1, 'e': 0.021394538952450012}",25,11,24.487261514024375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.1, 'e': 0.02128756625768776}",25,11,12.067160865563617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.1, 'e': 0.021181128426399323}",30,8,37.821742538326134,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.1, 'e': 0.021075222784267326}",25,2,41.80309612518756,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.1, 'e': 0.020969846670345987}",25,9,25.274374023118472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.1, 'e': 0.020864997436994256}",20,10,13.27225806984736,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.1, 'e': 0.020760672449809284}",25,17,15.622434897554292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.1, 'e': 0.020656869087560238}",25,13,22.19711432920188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.1, 'e': 0.020553584742122436}",20,9,20.79993603772329,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.1, 'e': 0.020450816818411825}",30,16,25.553824489243024,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.1, 'e': 0.020348562734319765}",25,19,13.450407110797796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.1, 'e': 0.020246819920648168}",30,12,32.410652546412976,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.1, 'e': 0.020145585821044927}",20,2,24.650710484438576,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.1, 'e': 0.020044857891939702}",20,0,8.342875592836968,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.1, 'e': 0.019944633602480003}",25,13,22.28404848336188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.1, 'e': 0.019844910434467605}",25,14,20.165402940730885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.1, 'e': 0.019745685882295267}",20,10,23.56124773006087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.1, 'e': 0.01964695745288379}",25,11,27.071131160561343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.1, 'e': 0.01954872266561937}",20,3,24.811786111602785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.1, 'e': 0.019450979052291272}",30,15,23.08649030565988,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.1, 'e': 0.019353724157029815}",20,10,10.32190896885394,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.1, 'e': 0.019256955536244666}",20,9,22.590395381100493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.1, 'e': 0.019160670758563442}",25,16,15.58408862222965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.1, 'e': 0.019064867404770626}",20,8,17.83596554439981,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.1, 'e': 0.018969543067746772}",20,0,14.65808213871665,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
792,False,"{'a': 0.1, 'e': 0.018874695352408037}",30,22,12.166449266833425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.1, 'e': 0.018780321875645996}",25,17,18.636915188555967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.1, 'e': 0.018686420266267767}",20,10,16.423640705879496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.1, 'e': 0.018592988164936427}",20,12,15.662166550981445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.1, 'e': 0.018500023224111744}",25,1,33.828930919833056,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.1, 'e': 0.018407523107991184}",30,12,28.417888665336974,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.1, 'e': 0.01831548549245123}",20,8,22.72177425822919,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.1, 'e': 0.018223908064988973}",20,12,12.746700016604013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.1, 'e': 0.018132788524664028}",30,18,21.807292225458493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.1, 'e': 0.018042124582040707}",30,16,26.15013352583906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.1, 'e': 0.017951913959130504}",20,8,16.30930998045809,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.1, 'e': 0.01786215438933485}",30,13,36.09383423884883,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.1, 'e': 0.017772843617388175}",20,10,19.345747974844404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.1, 'e': 0.017683979399301233}",30,7,27.173404544649824,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.1, 'e': 0.017595559502304726}",20,12,14.67007789260618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.1, 'e': 0.0175075817047932}",20,12,15.88953969906882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.1, 'e': 0.017420043796269234}",25,17,14.18905431590036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.1, 'e': 0.017332943577287888}",30,14,32.702451793065315,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.1, 'e': 0.01724627885940145}",20,8,21.619708771362614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.1, 'e': 0.017160047465104442}",25,14,17.65116025964976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.1, 'e': 0.01707424722777892}",20,13,16.53824966842756,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.1, 'e': 0.016988875991640028}",20,2,27.23616383312279,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.1, 'e': 0.016903931611681827}",25,11,9.7931794537073,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.1, 'e': 0.01681941195362342}",20,16,8.171697753011882,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.1, 'e': 0.016735314893855303}",20,0,33.11097893984184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.1, 'e': 0.016651638319386028}",30,16,21.365443032715948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.1, 'e': 0.0165683801277891}",25,15,15.848226742662,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.1, 'e': 0.016485538227150154}",30,9,35.499222279243476,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.1, 'e': 0.0164031105360144}",25,14,20.256472734752233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.1, 'e': 0.01632109498333433}",25,8,28.698698069250582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.1, 'e': 0.016239489508417658}",30,17,22.739761390594186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.1, 'e': 0.01615829206087557}",20,2,37.2279307014109,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
